employee_id,full_name,gender,department_id,job_title,hire_date,employee_status,termination_date,marital_status,email,base_salary
1223,Ashley Taylor,Female,6,Operations Analyst,22-Oct-28,Active,,Married,ashley.taylor@abcorp.com,430414.25
1224,william ibrahim,Female,5,Accountant,1/15/2023,Terminated,11/8/2023,,william.ibrahim@abcorp.com,314334.96
1225,Ahmed Thompson,Female,7,Customer Success Manager,19-Aug-20,On Leave,,,ahmed.thompson@abcorp.com,353022.12
1226,Kimberly Ramirez,Male,2,  Sales Manager ,20-Sep-13,On Leave,,Divorced,kimberly.ramirez@abcorp.com,191642.24
1227,Aisha Abubakar,Female,2,Sales Associate,4/6/2015,Active,,Widowed,aisha.abubakar@abcorp.com,627978.05
1228,Kelechi Eze,Male,10,  Buyer ,10/20/2013,Active,,,kelechi.eze31@abcorp.com,930516.72
1229,david garcia,Female,9,Legal Assistant,26-11-2018,On Leave,,Divorced,david.garcia@abcorp.com,
1230,  Joseph Thomas ,Female,9,LEGAL ASSISTANT,10/17/2021,Active,,Widowed,joseph.thomas@abcorp.com,918990.98
1231,chidi clark,Male,6,Warehouse Supervisor,18-Dec-17,Terminated,,,chidi.clark12@abcorp.com,749030.51
1232,Tunde Anderson,,4,IT Support Analyst,12/23/2017,Active,,Married,tunde.anderson@abcorp.com,"NGN 773,150.78"
1233,CAROL OKONKWO,Female,8,Innovation Lead,18-Jan-30,Active,,,carol.okonkwo74@abcorp.com,570588.36
1234,Jessica Ramirez,Female,6,Operations Analyst,2/15/2018,Active,,Widowed,jessica.ramirez@abcorp.com,357760.62
1235,fatima okonkwo,Female,5,  Payroll Officer ,17-Jan-06,Active,,,fatima.okonkwo@abcorp.com,793270.06
1236,Sandra Anderson,Male,9,Legal Assistant,30-01-2023,On Leave,,Widowed,sandra.anderson@abcorp.com,"NGN 468,721.52"
1237,Ahmed Okonkwo,Female,6,  Operations Analyst ,8/14/2019,Active,,,ahmed.okonkwo74@abcorp.com,580750.6
1238,Kelechi Ogundipe,Male,3,Content Strategist,9/19/2024,Terminated,7/16/2023,Single,kelechi.ogundipe41@abcorp.com,718346.79
1239,Kimberly Danjuma,Male,3,Marketing Analyst,5/16/2027,Active,,,kimberly.danjuma@abcorp.com,"NGN 318,457.19"
1240,WILLIAM MILLER,Female,10,Purchasing Manager,12/12/2015,Active,,Divorced,william.miller@abcorp.com,251129.37
1241,Melissa Bello,Female,3,SEO Specialist,16-Dec-26,Terminated,13/02/21,,melissa.bello@abcorp.com,661622.6
1242,MUSA SMITH,Male,9,  Compliance Officer ,9/11/2018,Active,,,,887670.72
1243,Fatima Eze,Female,9,Contracts Manager,6/5/2019,Active,,,fatima.eze@abcorp.com,360384.22
1244,ANTHONY BELLO,Female,4,software engineer,1/17/2017,Active,,Single,anthony.bello@abcorp.com,"NGN 648,203.02"
1245,George Robinson,Male,4,SOFTWARE ENGINEER,9/9/2016,Active,,Married,george.robinson@abcorp.com,948370.76
1246,ELIZABETH MOORE,Female,3,Marketing Manager,17-Oct-21,On Leave,,Single,elizabeth.moore@abcorp.com,766980.27
1247,Steven Uzoma,Female,6,Operations Manager,1/22/2021,Active,,,steven.uzoma@abcorp.com,660816.01
1248,Ngozi Bello,Male,7,CUSTOMER SUCCESS MANAGER,2/6/2015,Terminated,15/10/23,Widowed,NGOZI.BELLO99@ABCORP.COM,276158.76
1249,anthony miller,Male,8,R&D Engineer,18-Jul-21,On Leave,,,anthony.miller@abcorp.com,304372.24
1250,Edward Eze,Male,9,Paralegal,8/18/2018,Active,,Divorced,edward.eze@abcorp.com,278274.73
1251,Amaka Johnson,Female,10,PURCHASING MANAGER,6/8/2018,Active,,,amaka.johnson@abcorp.com,696579.35
1252,Jennifer Rodriguez,Male,1,HR Manager,16-Mar-14,Active,,Single,,663401.33
1253,  Mary Balogun ,Female,2,Regional Sales Lead,12/23/2025,Active,,Divorced,mary.balogun@abcorp.com,445254.92
1254,Ronald Miller,Male,4,IT Manager,4/28/2019,Active,,,ronald.miller@abcorp.com,596738.78
1255,Susan Okafor,Male,9,Contracts Manager,29-08-2020,Terminated,19-Nov-20,,susan.okafor@abcorp.com,943170.39
1256,amina uzoma,,6,Warehouse Supervisor,20-Jan-07,Active,,,,
1257,FEMI JOHNSON,Female,9,Legal Assistant,21-Mar-28,Terminated,11/13/2021,Single,femi.johnson34@abcorp.com,615724.57
1258,Carol Adeyemi,Female,10,Procurement Officer,4/9/2021,Active,,Single,CAROL.ADEYEMI@ABCORP.COM,194738.17
1259,Mary White,Female,1,RECRUITER,11/17/2020,Active,,,mary.white@abcorp.com,272557.99
1260,daniel martinez,Male,6,Operations Analyst,20-May-03,Terminated,,,daniel.martinez65@abcorp.com,708296.41
1261,Amanda Nwosu,Male,2,Account Executive,23-Sep-17,Active,,,amanda.nwosu86@abcorp.com,442214.12
1262,George Thompson,Male,8,Research Scientist,8/14/2017,Terminated,3/12/2021,,george.thompson7@abcorp.com,646801.95
1263,  Uche Balogun ,Male,4,IT Manager,13-11-2020,Terminated,16-Sep-22,,uche.balogun@abcorp.com,451285.34
1264,Donna Harris,Male,2,REGIONAL SALES LEAD,28-05-2022,Terminated,1/8/2024,Single,donna.harris@abcorp.com,933834.28
1265,Kenneth Jackson,Male,1,HR Manager,8/12/2020,Active,,Widowed,kenneth.jackson45@abcorp.com,434302.51
1266,patricia jackson,Female,4,IT Support Analyst,18-Oct-31,Terminated,7/17/2019,,patricia.jackson@abcorp.com,650419.68
1267,yusuf harris,Male,10,Buyer,9/2/2022,On Leave,,Married,yusuf.harris@abcorp.com,258202
1268,  jessica adeyemi ,,3,Marketing Analyst,2/8/2023,Active,,Widowed,jessica.adeyemi@abcorp.com,659477.92
1269,ifeoma perez,Male,4,Software Engineer,1/11/2019,Terminated,5/6/2024,,ifeoma.perez@abcorp.com,297181.18
1270,Paul Abubakar,Male,4,Software Engineer,16-Dec-26,On Leave,,,paul.abubakar@abcorp.com,"NGN 347,427.07"
1271,  Anthony Taylor ,Male,9,Legal Counsel,20-Jan-24,On Leave,,Single,anthony.taylor69@abcorp.com,738136.07
1272,  Kelechi Ogundipe ,Male,7,Support Agent,11/16/2021,Terminated,11/25/2023,Widowed,kelechi.ogundipe@abcorp.com,240537.27
1273,Bisi Ogundipe,Male,5,  Finance Manager ,4/10/2022,Terminated,2/12/2022,,bisi.ogundipe58@abcorp.com,218245.24
1274,  Ngozi Adekunle ,Male,3,MARKETING MANAGER,2/1/2017,Active,,Widowed,ngozi.adekunle@abcorp.com,381024.43
1275,Michelle Moore,Male,10,SUPPLY CHAIN ANALYST,9/1/2017,Terminated,25-May-24,Widowed,MICHELLE.MOORE77@ABCORP.COM,855734.29
1276,Charles Williams,Female,6,OPERATIONS ANALYST,7/20/2015,Active,,Married,charles.williams85@abcorp.com,625975.19
1277,FATIMA UZOMA,Male,7,  Call Center Lead ,23-09-2015,Active,,Married,fatima.uzoma@abcorp.com,481006.33
1278,Kelechi Nnamdi,Female,5,auditor,21-Jun-13,Active,,Married,kelechi.nnamdi@abcorp.com,548192.89
1279,Jessica Walker,Male,10,SUPPLY CHAIN ANALYST,8/23/2019,Active,,Divorced,JESSICA.WALKER@ABCORP.COM,310949.71
1280,Nneka Afolabi,Male,3,Marketing Manager,15-09-2018,Terminated,17-May-23,Single,nneka.afolabi@abcorp.com,863646.66
1281,Femi Jackson,Male,4,IT Manager,8/9/2022,On Leave,,Divorced,,269443.92
1282,  Joseph Young ,Female,6,OPERATIONS ANALYST,18-Jan-17,Active,,Widowed,joseph.young@abcorp.com,392102.96
1283,Carol Thomas,Male,4,Data Analyst,3/6/2020,On Leave,,,carol.thomas@abcorp.com,228601.25
1284,Joseph Smith,Female,1,Training Coordinator,23-12-2015,Active,,Single,joseph.smith@abcorp.com,167984.21
1285,  Jessica Bello ,Male,3,Content Strategist,4/13/2016,Terminated,11-Apr-22,Single,jessica.bello@abcorp.com,263245.46
1286,Thomas Johnson,Female,1,HR Officer,4/21/2019,Active,,Widowed,thomas.johnson@abcorp.com,653576.55
1287,William Young,Female,10,Purchasing Manager,1/16/2016,Active,,Single,william.young@abcorp.com,522317.25
1288,Uche Chukwu,Female,8,  Research Scientist ,15-Sep-25,Active,,Divorced,uche.chukwu@abcorp.com,428892.35
1289,Musa Moore,Female,7,Call Center Lead,8/21/2019,Terminated,25-Sep-21,Married,musa.moore@abcorp.com,801132.56
1290,Elizabeth Walker,Female,2,  Sales Associate ,21-Sep-07,Active,,,elizabeth.walker@abcorp.com,474634.96
1291,Amina Rodriguez,Male,3,Marketing Manager,20-Jan-30,Active,,Widowed,amina.rodriguez@abcorp.com,851940.28
1292,Barbara Lee,Male,10,  Buyer ,7/14/2019,On Leave,,Divorced,,"NGN 870,860.56"
1293,ashley ramirez,Female,6,  warehouse supervisor ,19-Jul-22,Active,,,ashley.ramirez18@abcorp.com,457676.05
1294,Robert Martinez,Female,7,  Customer Success Manager ,12/13/2015,Terminated,15-Jan-24,Widowed,robert.martinez@abcorp.com,648598.79
1295,Michelle Robinson,Male,9,Paralegal,19-Aug-10,Terminated,2/12/2023,Single,michelle.robinson@abcorp.com,535226.33
1296,William Taylor,Male,4,Systems Administrator,1/22/2027,Terminated,9/6/2022,,william.taylor@abcorp.com,"NGN 872,868.22"
1297,CHIAMAKA IBRAHIM,Male,1,TRAINING COORDINATOR,28-05-2023,Terminated,31-07-2024,Single,chiamaka.ibrahim@abcorp.com,675055.91
1298,Ibrahim Rodriguez,Female,5,Finance Manager,2/15/2028,Active,,,ibrahim.rodriguez@abcorp.com,507322.53
1299,  William Martinez ,Male,8,Lab Technician,23-Aug-22,Active,,,william.martinez@abcorp.com,737488.89
1300,Anthony Abubakar,Female,7,Client Relations Officer,12/11/2017,Terminated,11/16/2021,Divorced,anthony.abubakar@abcorp.com,"NGN 919,410.18"
1301,obinna adekunle,Female,5,  Financial Analyst ,11/11/2017,Terminated,22-May-21,,obinna.adekunle@abcorp.com,305940.55
1302,  Richard Taylor ,Male,8,PRODUCT DEVELOPER,6/17/2017,Active,,Divorced,RICHARD.TAYLOR12@ABCORP.COM,625310.87
1303,Chukwuemeka Sanchez,Male,2,SALES MANAGER,3/11/2017,Active,,,chukwuemeka.sanchez@abcorp.com,371106.85
1304,Chukwuemeka Uzoma,Female,1,Recruiter,12/20/2017,Active,,Single,chukwuemeka.uzoma@abcorp.com,292753.74
1305,SUSAN WILLIAMS,Male,2,Sales Associate,28-02-2023,On Leave,,Widowed,,"NGN 548,161.10"
1306,James Thomas,Female,8,Lab Technician,7/19/2013,On Leave,,Single,james.thomas89@abcorp.com,535653.07
1307,Barbara Okonkwo,Female,2,REGIONAL SALES LEAD,12/7/2023,Terminated,7/27/2023,,,457330.94
1308,  Tunde Rodriguez ,Male,4,Software Engineer,23-Jan-27,Active,,Widowed,tunde.rodriguez@abcorp.com,549747.32
1309,  Nancy Davis ,Male,9,contracts manager,22-Aug-09,Active,,,NANCY.DAVIS@ABCORP.COM,263272.38
1310,Michael Yusuf,Male,8,innovation lead,16-Nov-30,Active,,Single,michael.yusuf@abcorp.com,200488.09
1311,  Melissa Rodriguez ,Female,4,Software Engineer,8/26/2021,Active,,Single,melissa.rodriguez54@abcorp.com,445941.87
1312,Chinedu Johnson,Female,2,Sales Representative,1/30/2015,Active,,,chinedu.johnson@abcorp.com,795929.44
1313,John Perez,Male,8,Innovation Lead,12/15/2027,On Leave,,Divorced,john.perez31@abcorp.com,939282.82
1314,Yusuf Bello,Male,4,  software engineer ,12/7/2023,Terminated,30-Apr-24,Married,YUSUF.BELLO@ABCORP.COM,441354.46
1315,Anthony Adeyemi,Male,1,HR Business Partner,10/10/2020,Active,,Married,anthony.adeyemi@abcorp.com,309001.12
1316,Chukwuemeka Abubakar,Male,8,INNOVATION LEAD,6/7/2020,Active,,Married,chukwuemeka.abubakar@abcorp.com,448788.07
1317,Adaeze Rodriguez,Male,8,Lab Technician,9/10/2019,On Leave,,Divorced,adaeze.rodriguez21@abcorp.com,660399.37
1318,  Amina Lee ,Female,8,PRODUCT DEVELOPER,1/3/2015,Active,,,amina.lee56@abcorp.com,863458.1
1319,Brian Williams,Female,9,CONTRACTS MANAGER,5/20/2017,On Leave,,Single,brian.williams72@abcorp.com,704527.87
1320,  Chinedu Lewis ,Female,10,  Buyer ,15-Apr-10,Active,,Married,chinedu.lewis@abcorp.com,446336.37
1321,  Mark Young ,Female,10,Buyer,6/14/2021,On Leave,,,mark.young@abcorp.com,193849.34
1322,Emeka Harris,Male,9,Compliance Officer,20-07-2016,Active,,,emeka.harris@abcorp.com,614095.51
1323,Adaeze Brown,Male,6,LOGISTICS COORDINATOR,20-Jan-28,Terminated,12/14/2022,Widowed,adaeze.brown@abcorp.com,383811.48
1324,Kenneth Garcia,Male,7,customer success manager,3/27/2018,Active,,Married,kenneth.garcia@abcorp.com,849994.51
1325,George Walker,Male,5,Accountant,9/15/2015,On Leave,,Married,george.walker@abcorp.com,612963.68
1326,thomas yusuf,Male,5,Accountant,6/6/2020,Active,,Single,thomas.yusuf22@abcorp.com,278631.91
1327,Joseph Williams,Female,10,PURCHASING MANAGER,11/12/2019,Active,,Married,joseph.williams@abcorp.com,932418.05
1328,Charles Ogundipe,Female,3,Marketing Analyst,23-Apr-13,Terminated,6/12/2023,,charles.ogundipe@abcorp.com,753329.32
1329,Carol Williams,Male,9,LEGAL COUNSEL,6/15/2018,Active,,,CAROL.WILLIAMS@ABCORP.COM,194026.91
1330,Kimberly Clark,Male,9,Contracts Manager,17-Mar-07,Active,,,kimberly.clark@abcorp.com,438851.9
1331,Barbara Balogun,Female,7,  Client Relations Officer ,3/28/2018,On Leave,,,barbara.balogun@abcorp.com,"NGN 261,654.15"
1332,Chukwuemeka Garcia,Male,7,Support Agent,8/25/2019,Terminated,7/3/2024,,chukwuemeka.garcia24@abcorp.com,381570.53
1333,JAMES MARTINEZ,Female,5,Payroll Officer,5/16/2023,Terminated,24-Mar-19,Married,james.martinez@abcorp.com,245483.73
1334,Steven Ramirez,Male,6,PROCESS ENGINEER,23-Mar-22,Active,,Divorced,steven.ramirez41@abcorp.com,"NGN 704,626.44"
1335,ELIZABETH THOMAS,Male,3,Marketing Analyst,9/18/2021,Terminated,23-10-2022,,elizabeth.thomas90@abcorp.com,226666.73
1336,chinedu miller,Male,3,SEO Specialist,6/24/2017,On Leave,,,chinedu.miller@abcorp.com,575676.52
1337,Carol Musa,Female,6,Operations Manager,19-Dec-16,Terminated,11/2/2022,,carol.musa@abcorp.com,252971.58
1338,Joseph Jones,Male,8,Lab Technician,6/24/2015,Active,,Single,JOSEPH.JONES@ABCORP.COM,"NGN 245,137.77"
1339,Bisi Adeyemi,Female,1,HR Officer,8/16/2019,Active,,,bisi.adeyemi65@abcorp.com,"NGN 640,365.14"
1340,Ngozi Young,Male,2,Sales Manager,8/20/2027,Active,,Divorced,ngozi.young87@abcorp.com,294678.83
1341,Joseph Taylor,Male,8,Product Developer,26-11-2022,Terminated,,Single,joseph.taylor37@abcorp.com,738939.54
1342,Steven Clark,Female,3,Marketing Analyst,22-Jul-24,Terminated,4-Aug-22,Widowed,steven.clark@abcorp.com,465849.17
1343,Bisi Perez,Female,2,Sales Manager,6/10/2019,Active,,Divorced,bisi.perez@abcorp.com,755042.35
1344,charles allen,Female,2,Sales Representative,17-Oct-23,Active,,Married,charles.allen13@abcorp.com,"NGN 814,249.97"
1345,Elizabeth Sanchez,Female,8,r&d engineer,4/18/2017,Active,,Widowed,elizabeth.sanchez@abcorp.com,
1346,Chukwuemeka Aliyu,Female,1,HR Officer,16-Dec-25,Terminated,27-09-2024,,chukwuemeka.aliyu@abcorp.com,461264.39
1347,Chinedu Thomas,Male,7,Support Agent,20-Jul-19,Active,,,chinedu.thomas@abcorp.com,199139.18
1348,  Chukwuemeka Miller ,Female,6,Logistics Coordinator,15-08-2019,Active,,,chukwuemeka.miller40@abcorp.com,878311.21
1349,Emily Danjuma,Female,1,hr business partner,8/5/2021,Active,,Widowed,EMILY.DANJUMA@ABCORP.COM,540686.89
1350,Ashley Eze,Female,2,Sales Associate,26-05-2017,Active,,Single,ashley.eze@abcorp.com,649657.83
1351,Mark Balogun,Female,2,account executive,29-08-2020,Active,,,mark.balogun52@abcorp.com,562295.39
1352,Donna Bello,Female,10,Procurement Officer,11/9/2020,Active,,Widowed,donna.bello88@abcorp.com,825297.6
1353,CHINEDU OKORO,Male,7,Customer Success Manager,4/10/2016,Active,,Single,chinedu.okoro@abcorp.com,597860.01
1354,Emeka Harris,Male,8,Research Scientist,8/15/2015,Active,,,emeka.harris53@abcorp.com,687337.66
1355,jessica taylor,Female,8,Research Scientist,17-Sep-02,Active,,Divorced,jessica.taylor@abcorp.com,748699.38
1356,Linda Anderson,Female,2,Account Executive,21-Feb-13,Active,,,linda.anderson19@abcorp.com,"NGN 722,536.98"
1357,Segun Okoro,Female,5,Finance Manager,9/7/2022,Terminated,30-Apr-23,Widowed,,918598.37
1358,Chinedu Aliyu,Female,7,Customer Service Rep,1/27/2018,On Leave,,Widowed,chinedu.aliyu@abcorp.com,723908.81
1359,Bukola Ogundipe,Male,1,HR Manager,22-Jan-25,On Leave,,,bukola.ogundipe@abcorp.com,400977.44
1360,Paul Chukwu,Female,8,R&D Engineer,12/3/2017,Terminated,27-08-2023,Divorced,paul.chukwu@abcorp.com,851112.01
1361,Barbara Ogundipe,Male,5,Accountant,15-Jul-23,Terminated,23-Oct-19,Divorced,barbara.ogundipe@abcorp.com,
1362,Chidi Lewis,Male,4,Data Analyst,3/18/2025,Active,,Widowed,chidi.lewis@abcorp.com,946165.96
1363,  Kimberly Nwosu ,Female,10,SUPPLY CHAIN ANALYST,12/18/2015,Active,,Married,kimberly.nwosu@abcorp.com,319774.13
1364,steven musa,Male,1,Recruiter,20-Aug-28,Active,,Divorced,steven.musa@abcorp.com,
1365,Barbara Chukwu,Female,3,Content Strategist,23-04-2016,Active,,Married,barbara.chukwu@abcorp.com,438473.77
1366,Ngozi Chukwu,Female,3,SEO Specialist,5/22/2016,On Leave,,Widowed,,"NGN 268,896.65"
1367,Jennifer Aliyu,Female,9,Contracts Manager,20-Feb-18,Active,,,jennifer.aliyu12@abcorp.com,377293.16
1368,  James Taylor ,Male,7,Customer Service Rep,17-Oct-05,Terminated,22-01-2018,Single,james.taylor@abcorp.com,448846.65
1369,Obinna Perez,Male,6,Operations Analyst,22-May-11,Active,,Divorced,obinna.perez@abcorp.com,787626.77
1370,Chukwuemeka Garcia,Female,5,Accountant,17-Sep-10,Active,,Single,chukwuemeka.garcia52@abcorp.com,752046.85
1371,Thomas Musa,Male,6,Process Engineer,17-Mar-29,Active,,Widowed,thomas.musa@abcorp.com,755192.51
1372,Chidi Harris,Male,8,  INNOVATION LEAD ,1/22/2022,Terminated,21-06-2022,Widowed,chidi.harris@abcorp.com,268885.23
1373,Jennifer Thomas,Male,9,  Contracts Manager ,8/19/2019,Active,,,jennifer.thomas@abcorp.com,"NGN 618,454.31"
1374,SANDRA LEWIS,Female,6,Process Engineer,23-Feb-13,On Leave,,,sandra.lewis@abcorp.com,884489.54
1375,Robert Smith,Female,2,Sales Representative,4/12/2016,Active,,Widowed,robert.smith@abcorp.com,631509.95
1376,Musa Garcia,Male,3,Marketing Analyst,2/20/2017,On Leave,,Single,musa.garcia4@abcorp.com,668898.58
1377,Steven Nnamdi,Male,2,sales manager,9/16/2016,Terminated,28-Dec-20,Widowed,,509613.02
1378,Ashley Danjuma,Female,10,Buyer,23-Mar-14,Active,,Single,ashley.danjuma@abcorp.com,639196.23
1379,David Bello,Female,8,Research Scientist,20-Jul-19,Terminated,11-Dec-21,,david.bello93@abcorp.com,425077.91
1380,Thomas Ibrahim,Female,7,Support Agent,23-Dec-05,On Leave,,Married,THOMAS.IBRAHIM96@ABCORP.COM,536311.81
1381,michael johnson,Female,5,Finance Manager,8/4/2022,Active,,,,200932.47
1382,Jennifer Allen,Female,3,SEO Specialist,11/10/2021,Active,,,,907014.18
1383,susan jackson,Male,9,legal counsel,11/16/2015,Active,,Married,susan.jackson38@abcorp.com,759571.75
1384,Sandra Allen,Male,4,Systems Administrator,30-10-2018,Terminated,12/3/2019,Divorced,sandra.allen@abcorp.com,681996.2
1385,Kenneth Taylor,Female,1,HR Business Partner,8/19/2016,Terminated,10/20/2021,Single,kenneth.taylor@abcorp.com,"NGN 497,257.82"
1386,Ronald Ibrahim,Female,7,Call Center Lead,5/18/2031,Terminated,8/7/2021,Single,ronald.ibrahim@abcorp.com,267489.45
1387,Nancy Allen,Male,5,  financial analyst ,15-Jun-01,Active,,Widowed,nancy.allen@abcorp.com,"NGN 943,539.18"
1388,Melissa Lee,Female,4,Data Analyst,23-Feb-23,Terminated,24/04/23,Single,melissa.lee65@abcorp.com,188186.3
1389,Anthony Perez,Male,6,Logistics Coordinator,11/3/2018,On Leave,,,anthony.perez49@abcorp.com,348106.67
1390,William Garcia,Male,7,Customer Success Manager,5/4/2020,Active,,Single,william.garcia@abcorp.com,565156
1391,sandra okafor,Male,9,compliance officer,8/6/2020,Active,,Married,sandra.okafor@abcorp.com,"NGN 705,576.56"
1392,  Joseph Davis ,Female,10,Vendor Coordinator,15-Jun-14,Active,,Single,joseph.davis@abcorp.com,538740.43
1393,Edward Smith,Male,9,Paralegal,10/4/2015,Active,,Widowed,edward.smith@abcorp.com,775079.48
1394,Kimberly Martinez,Female,2,Sales Associate,22-Jun-14,Active,,Widowed,kimberly.martinez@abcorp.com,916463.59
1395,Zainab Jackson,Male,9,Legal Counsel,17-Feb-27,Terminated,6/21/2023,,zainab.jackson@abcorp.com,164931.26
1396,GEORGE GARCIA,Female,7,  Call Center Lead ,15-Jul-04,On Leave,,Single,george.garcia4@abcorp.com,403905.95
1397,Zainab Danjuma,Male,1,training coordinator,8/25/2018,Active,,,,461951.77
1398,Segun Anderson,Female,2,Account Executive,6/9/2015,Active,,,segun.anderson@abcorp.com,336992.36
1399,  Musa Martin ,Female,8,Research Scientist,22-Feb-17,Active,,Married,musa.martin@abcorp.com,580028.5
1400,Ngozi Smith,Male,8,Product Developer,14-09-2021,On Leave,,,ngozi.smith@abcorp.com,"NGN 618,127.33"
1401,Sarah Robinson,Female,7,Customer Success Manager,21-Nov-05,On Leave,,Divorced,sarah.robinson@abcorp.com,933712.28
1402,  SARAH HARRIS ,Male,10,Supply Chain Analyst,1/18/2015,Terminated,11-Dec-16,,sarah.harris@abcorp.com,580505.16
1403,Kemi Uzoma,Female,7,CUSTOMER SUCCESS MANAGER,12/8/2023,Active,,Single,kemi.uzoma@abcorp.com,
1404,Musa Lewis,Male,4,Systems Administrator,1/26/2019,Active,,Widowed,musa.lewis@abcorp.com,306869.44
1405,Emeka Jones,Male,2,Sales Manager,17-Nov-29,On Leave,,Married,emeka.jones@abcorp.com,
1406,James Nnamdi,Male,6,Warehouse Supervisor,25-07-2019,Active,,,james.nnamdi@abcorp.com,"NGN 184,771.74"
1407,Patricia Walker,Male,7,customer service rep,10/20/2017,Active,,Divorced,PATRICIA.WALKER@ABCORP.COM,533973.14
1408,  Nneka Brown ,Female,9,COMPLIANCE OFFICER,15-Oct-26,Terminated,12/2/2019,,nneka.brown8@abcorp.com,451916.11
1409,Ashley Jones,Male,1,Training Coordinator,2/8/2015,On Leave,,Widowed,ashley.jones@abcorp.com,841666.2
1410,Patricia Ogundipe,Female,10,purchasing manager,3/18/2016,Active,,,patricia.ogundipe@abcorp.com,873495.99
1411,JENNIFER BROWN,Male,5,AUDITOR,19-Nov-21,Terminated,5/1/2023,,jennifer.brown@abcorp.com,396939.53
1412,Michael Nnamdi,Female,4,IT Support Analyst,3/8/2022,On Leave,,Single,michael.nnamdi@abcorp.com,935538.6
1413,Kenneth Williams,,4,SOFTWARE ENGINEER,3/1/2022,Terminated,17-Apr-23,,kenneth.williams@abcorp.com,801722.14
1414,Joseph Martinez,Female,8,R&D Engineer,22-Jan-29,On Leave,,Divorced,,173748.46
1415,Robert Adeyemi,Female,2,Sales Representative,8/6/2022,Active,,,robert.adeyemi27@abcorp.com,342119.95
1416,David Davis,Male,3,Marketing Manager,17-Feb-24,Active,,,david.davis@abcorp.com,
1417,Michael White,Female,3,SEO Specialist,21-Jul-20,Active,,,michael.white@abcorp.com,201898.43
1418,Fatima Taylor,Female,8,Lab Technician,18-Jan-04,Active,,,FATIMA.TAYLOR@ABCORP.COM,325621.03
1419,Fatima Okoro,Male,3,  Marketing Analyst ,18-Apr-23,Terminated,12/11/2021,,,559809.67
1420,GEORGE ABUBAKAR,Female,2,Account Executive,4/12/2015,On Leave,,,george.abubakar@abcorp.com,"NGN 891,284.74"
1421,Adaeze Eze,Male,9,Paralegal,4/2/2015,Active,,Divorced,adaeze.eze@abcorp.com,613963.02
1422,Yusuf Wilson,Male,9,Legal Assistant,23-Oct-25,On Leave,,Widowed,yusuf.wilson@abcorp.com,400459.87
1423,Thomas Yusuf,Male,8,Product Developer,10/23/2018,Active,,Widowed,thomas.yusuf@abcorp.com,"NGN 580,083.21"
1424,  Daniel Uzoma ,Male,7,Customer Service Rep,20-Dec-29,Active,,Widowed,daniel.uzoma@abcorp.com,865795.04
1425,David Uzoma,Female,4,IT Support Analyst,7/4/2018,Terminated,14-Oct-18,Single,david.uzoma42@abcorp.com,478688.99
1426,Thomas Balogun,Female,7,Client Relations Officer,16-Oct-12,Terminated,25-Jun-19,Married,thomas.balogun@abcorp.com,"NGN 155,954.65"
1427,kenneth ogundipe,Male,2,Account Executive,22-Apr-01,Active,,,kenneth.ogundipe@abcorp.com,808743.68
1428,  Richard Afolabi ,Male,4,IT Support Analyst,1/18/2026,Terminated,10/4/2021,Single,richard.afolabi@abcorp.com,544790.06
1429,KIMBERLY OKAFOR,Female,4,it manager,15-Jul-02,Active,,Single,kimberly.okafor@abcorp.com,424926.17
1430,donna anderson,Female,2,  Sales Representative ,2/21/2024,Active,,,donna.anderson36@abcorp.com,
1431,Mary Clark,Female,3,Brand Executive,1/6/2019,Active,,,,690035.3
1432,Grace Ramirez,Female,8,Research Scientist,9/16/2021,Active,,Widowed,grace.ramirez@abcorp.com,340832.26
1433,  Richard Sanchez ,Male,3,MARKETING ANALYST,19-Aug-30,Active,,Divorced,richard.sanchez@abcorp.com,897461.89
1434,  Mary Uzoma ,Male,8,R&D Engineer,9/15/2028,On Leave,,Divorced,MARY.UZOMA@ABCORP.COM,324848.68
1435,Ngozi Okoro,Male,10,VENDOR COORDINATOR,1/22/2028,Active,,,ngozi.okoro@abcorp.com,290264.84
1436,KIMBERLY UZOMA,Male,9,legal assistant,11/26/2022,Active,,Single,kimberly.uzoma@abcorp.com,740330.63
1437,JOHN NWOSU,Female,6,Operations Manager,13-02-2018,Terminated,12-Jun-18,Widowed,john.nwosu4@abcorp.com,736298.5
1438,  Chidi Perez ,Female,9,Paralegal,17-Jan-21,Terminated,1/25/2017,Widowed,,303972.36
1439,Segun Thomas,Male,7,Client Relations Officer,6/29/2018,Terminated,3/20/2020,Widowed,segun.thomas37@abcorp.com,924180.65
1440,Mark Thomas,Female,3,  Brand Executive ,15-Mar-23,Active,,Single,mark.thomas@abcorp.com,272238.97
1441,Sarah Lewis,Female,4,IT SUPPORT ANALYST,2/15/2017,Active,,,sarah.lewis@abcorp.com,482656.13
1442,Jessica Uzoma,Male,4,Systems Administrator,11/11/2017,Active,,,jessica.uzoma@abcorp.com,196163.69
1443,Patricia Ramirez,Male,5,  Auditor ,9/2/2020,Active,,Divorced,patricia.ramirez@abcorp.com,"NGN 279,141.93"
1444,Tunde Nnamdi,Male,7,Support Agent,4/10/2022,Terminated,27/12/24,Widowed,tunde.nnamdi@abcorp.com,889456.47
1445,  daniel ramirez ,Female,1,HR Manager,7/7/2020,Active,,Single,daniel.ramirez@abcorp.com,380672.21
